Posted_On,Bedrooms,Rent,Size,Floor,Total_floor,Area_type,Area_locality,City,Furnishing_Status,Tenant_Preferred,Bathroom,Point_of_Contact
2022-05-12,2,100,750,1,2,Super Area,"Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,233.33,1100,1,4,Super Area,Mehdipatnam,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-29,2,250,800,1,3,Super Area,Road no 3 banjara hills hyderabad 500035,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-02,3,616.67,150,1,5,Carpet Area,Jubilee Hills,Hyderabad,Unfurnished,Bachelors,3,Contact Agent
2022-06-30,1,108.33,750,2,3,Super Area,"Bapu Nagar, Lakdikapul",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-20,2,166.67,600,2,3,Super Area,Borabanda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-25,2,200,1080,2,3,Super Area,"Habsiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-28,2,200,1100,3,3,Super Area,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-17,2,150,750,2,3,Super Area,Alwal,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-10,3,1000,2405,10,14,Super Area,"Khaja Guda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors,4,Contact Agent
2022-04-30,2,300,1248,4,5,Carpet Area,Kothapet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-02,2,233.33,1110,2,5,Carpet Area,Dhulapally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-10,3,833.33,2300,2,5,Carpet Area,"Ashok Nagar, Himayath Nagar",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-07-08,2,283.33,1000,3,5,Carpet Area,"Madinaguda, Hafeezpet, NH 9",Hyderabad,Furnished,Bachelors,2,Contact Owner
2022-05-06,2,150,800,4,5,Super Area,Old Bowenpally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-06,4,1333.33,3115,3,3,Super Area,"Hormany nest Apartments gandipet Apartmentge hyderabad, Hyderabad",Hyderabad,Furnished,Bachelors/Family,5,Contact Owner
2022-06-22,1,125,500,1,2,Super Area,"Saroornagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-15,2,233.33,950,5,5,Carpet Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-06,2,233.33,1374,2,3,Super Area,Trimulgherry,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-30,1,166.67,1300,1,1,Carpet Area,Khanapur,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
2022-05-25,2,283.33,1150,5,6,Super Area,Abhyudaya Nagar,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-07-02,1,108.33,450,2,3,Carpet Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors,1,Contact Owner
2022-05-06,2,166.67,927,3,5,Super Area,Bachupally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-25,3,366.67,1500,4,5,Super Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2022-07-06,2,250,1200,1,3,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-29,2,200,1200,1,2,Super Area,Patelguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-06,3,866.67,2800,16,19,Carpet Area,"Kokapet, Outer Ring Road",Hyderabad,Furnished,Family,3,Contact Agent
2022-05-06,1,108.33,562,3,4,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-19,2,333.33,1500,1,3,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-06,3,416.67,1950,1,3,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-07-10,3,233.33,1360,3,8,Super Area,"Ghatkesar, NH 2 2",Hyderabad,Furnished,Bachelors,2,Contact Owner
2022-06-25,3,416.67,1800,1,3,Super Area,Prashanth hills,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-31,2,208.33,950,2,8,Super Area,"Kachiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-05,2,200,780,3,3,Carpet Area,Sri BALAJI CLASSIC BHAVANI NAGAR RD NO 5,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-06-10,1,166.67,500,1,3,Super Area,"Khairatabad, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-18,2,283.33,1050,3,5,Super Area,"Ashok Nagar, Himayath Nagar",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-10,1,258.33,600,0,5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent
2022-05-29,3,1083.33,1800,1,1,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-07-06,3,1000,1800,14,30,Carpet Area,Gachibowli,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Agent
2022-07-06,3,750,1900,4,10,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent
2022-06-18,2,175,1100,3,5,Super Area,"Safilguda, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-24,2,150,200,2,7,Super Area,BHEL,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-06,3,333.33,1400,3,5,Super Area,Nawab Saheb Kunta,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-07-06,2,333.33,1200,2,5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent
2022-05-06,3,300,1600,2,5,Super Area,"Quthbullapur, NH 7",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
2022-05-06,2,200,1150,2,5,Super Area,Nizampet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-06,2,200,130,2,3,Super Area,"Subhash Nagar, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-27,4,2000,3800,1,1,Carpet Area,"MLA Colony, Banjara Hills",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Agent
2022-04-30,3,466.67,1720,4,10,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-04-30,1,100,500,1,3,Super Area,"Hayathnagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-14,2,208.33,1200,2,6,Super Area,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-06,4,516.67,2400,2,4,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner
2022-05-25,2,116.67,800,3,4,Super Area,"Boduppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-06-24,2,366.67,1300,4,5,Super Area,"Basheer Bagh, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-30,2,291.67,1400,4,6,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-06-04,2,233.33,650,1,3,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-12,2,158.33,103,2,4,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-04-30,1,116.67,950,1,5,Super Area,Kothapet,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-06,3,250,1500,3,5,Super Area,RTC Colony-Chandanagar,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2022-06-30,3,250,1550,5,5,Carpet Area," in Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-06,2,166.67,140,2,4,Super Area,"Sivarampalli, Hyderabad Expressway",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-06,3,233.33,1800,1,2,Super Area,Kanchan Bagh,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-08,4,1416.67,2550,2,3,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Agent
2022-05-12,1,91.67,500,1,3,Super Area,Vikas Nagar-Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-12,2,233.33,800,1,3,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-20,2,166.67,800,1,2,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,166.67,1300,2,4,Super Area,"Safilguda, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,216.67,600,2,3,Super Area,"Banjara Hills, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-12,3,333.33,1000,2,6,Super Area,Toli Chowki,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2022-06-10,3,416.67,1000,1,4,Carpet Area,OU Colony-Shaikpet,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-12,1,125,500,2,3,Super Area,"Janachaitanya colony, Hyderabad Expressway",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-06,1,3333.33,8000,1,4,Super Area," Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,10,Contact Owner
2022-05-01,2,200,1100,2,3,Carpet Area,"Gangaram, Chandanagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-03,2,158.33,1100,1,3,Carpet Area,"Kanaka Durga Colony, Gudimalkapur",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-06,2,200,200,1,1,Carpet Area,railway employees housing colony Bollarum,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-05-25,2,166.67,1800,2,3,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Family,2,Contact Owner
2022-07-08,2,133.33,190,1,1,Super Area,Gurramguda balaj homes p no 4,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-07-02,3,266.67,1350,1,3,Super Area,Saidabad,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-06,2,205.55,1200,1,1,Super Area,Alwal,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-19,1,158.33,400,3,4,Carpet Area,"Bharat Nagar, Moosapet",Hyderabad,Unfurnished,Bachelors,1,Contact Owner
2022-07-06,2,266.67,1200,1,4,Super Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-30,3,333.33,1400,4,5,Super Area,"Saidabad Colony, Sayeedabad",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-10,3,233.33,1300,2,3,Carpet Area,Rock Town Colony,Hyderabad,Unfurnished,Bachelors,3,Contact Owner
2022-07-01,1,125,400,2,2,Carpet Area,"DNM Colony, Sanath Nagar",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-06,1,231.67,650,1,6,Super Area,Suraram,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-04-30,1,91.67,500,2,3,Super Area,Vidyanagar,Hyderabad,Unfurnished,Bachelors,1,Contact Owner
2022-04-30,2,150,875,4,5,Super Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-24,1,78.33,850,3,3,Super Area," in Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-06,3,500,1730,7,9,Super Area,Nalagandla,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-31,3,275,1500,2,6,Carpet Area,Kompally,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner
2022-06-29,3,400,1600,4,4,Carpet Area,Akkineni Homes Yousufguda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-18,2,158.33,900,1,2,Super Area,"Peerzadiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-19,2,200,925,2,2,Super Area,"Chandanagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-06,2,250,1500,2,4,Super Area,"LB Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-21,3,375,1600,1,3,Carpet Area,Tarnaka,Hyderabad,Semi-Furnished,Family,3,Contact Owner
2022-06-29,3,533.33,1300,2,3,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors,3,Contact Agent
2022-05-29,2,166.67,1200,1,3,Super Area,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-14,2,216.67,133,1,2,Super Area,Old Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-06,2,116.67,950,1,1,Super Area,Rampally,Hyderabad,Unfurnished,Family,2,Contact Owner
2022-05-12,3,200,1200,3,4,Super Area,Santosh Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-12,2,125,950,1,2,Super Area,Kothapet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-06,2,250,1095,4,5,Super Area,"Gundlapochampally, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-06,1,133.33,400,3,4,Super Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-17,3,416.67,2210,4,5,Super Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Family,3,Contact Owner
2022-06-11,3,433.33,1450,4,5,Super Area,Madhapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-12,3,250,192,2,4,Super Area,"Bolarum, Medchal Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-07-06,1,50,80,1,2,Super Area,Rhoda Mistri Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-25,2,208.33,1315,1,2,Super Area,Aminpur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-06,3,700,1600,2,5,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-07,2,333.33,1450,2,6,Super Area,"Somajiguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-06,3,666.67,1900,2,5,Carpet Area,Film Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-07-06,3,750,2600,2,5,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-12,1,141.67,450,1,1,Super Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-01,2,250,1000,4,5,Super Area,"Somajiguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-20,2,150,100,2,3,Super Area,Chanchalguda,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,233.33,1100,1,3,Super Area,"Old Malakpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-25,2,183.33,1200,2,2,Super Area,"Troop Bazaar, Koti",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,166.67,1400,2,4,Super Area,"Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-02,3,916.67,2000,1,12,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent
2022-07-02,2,166.67,1070,2,5,Carpet Area,HMT Swarnapuri Colony,Hyderabad,Unfurnished,Family,2,Contact Owner
2022-05-16,2,416.67,1450,3,3,Carpet Area,Camelot Layout,Hyderabad,Unfurnished,Family,2,Contact Owner
2022-05-16,2,450,1230,1,6,Super Area,Puppalaguda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-06-22,2,200,1000,1,2,Super Area,LIG Colony,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner
2022-05-25,2,266.67,1200,1,2,Super Area,Chintalakunta,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,133.33,150,1,1,Super Area,Osman Nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-22,2,233.33,850,4,6,Super Area,Serilingampally,Hyderabad,Semi-Furnished,Family,2,Contact Owner
2022-06-10,2,166.67,1300,1,1,Super Area,Nagaram,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-10,4,2500,4761,14,18,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Family,5,Contact Agent
2022-06-22,2,266.67,1250,1,5,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-25,1,100,100,2,3,Super Area,Borabanda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-24,3,433.33,1550,4,5,Carpet Area,"LB Nagar, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-07-03,2,216.67,1300,2,2,Carpet Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-13,3,466.67,1600,5,20,Carpet Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
2022-06-22,2,141.67,1200,1,2,Super Area,Medipally,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2022-06-22,2,208.33,1200,2,5,Super Area,Kompally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-22,3,416.67,1970,5,9,Super Area,Kompally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-28,2,166.67,650,4,4,Carpet Area,Namalagundu,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-06-19,2,200,1000,4,5,Super Area,Secunderabad,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2022-06-28,3,250,1500,1,1,Super Area,Old Bowenpally,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2022-05-02,2,100,1250,1,1,Super Area,"Ambedkar Nagar-Boduppal, Secunderabad",Hyderabad,Unfurnished,Family,2,Contact Owner
2022-07-06,3,500,1940,1,5,Carpet Area,"Hyder Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner
2022-06-27,2,300,700,7,8,Carpet Area,Rajendra Mandal,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-02,2,141.67,700,2,3,Super Area,Budwel,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-25,2,125,100,1,3,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-20,1,200,300,2,3,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-18,2,250,980,3,5,Super Area,Langar Houz,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-06,2,258.33,800,2,2,Super Area,Prakash Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-25,3,333.33,1250,2,6,Super Area,Qutub Shahi Tombs,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-06,2,183.33,1000,1,1,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Semi-Furnished,Family,2,Contact Owner
2022-06-14,2,250,1000,1,4,Super Area,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-23,3,283.33,1800,1,1,Carpet Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2022-06-06,3,333.33,2000,1,3,Carpet Area,Srisailam Highway,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-07-08,3,333.33,1500,1,6,Super Area,Peeramcheru,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-07-08,2,200,1050,3,4,Super Area,"Uppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2022-06-18,2,416.67,1100,1,7,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-07-08,2,191.67,1000,2,3,Carpet Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,2,108.33,700,2,3,Super Area,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-21,1,166.67,750,1,2,Super Area,"Mallampet, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-29,1,100,450,2,6,Super Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-20,3,233.33,1000,1,2,Super Area,"Malakpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-06,3,566.67,1500,2,14,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent
2022-05-15,2,250,1550,1,13,Super Area,"LB Nagar, NH 9",Hyderabad,Furnished,Family,2,Contact Owner
2022-05-07,2,333.33,1450,2,3,Super Area,"LB Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-05,2,158.33,650,3,5,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-23,2,166.67,650,3,5,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-06,3,500,1500,5,5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-14,2,216.67,900,2,3,Super Area,Puppalaguda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-07-06,3,750,1645,8,19,Carpet Area,"Kokapet, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-06,2,133.33,600,4,7,Super Area,"Alijapur, Qutub Shahi Tombs",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-08,2,416.67,1250,1,6,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-01,2,200,1300,1,2,Carpet Area,Sai Nagar-Uppal,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
2022-05-23,2,316.67,1000,1,3,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Family,2,Contact Owner
2022-07-08,3,366.67,1500,4,6,Super Area,"Indra Nagar, Moti Nagar",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-07-08,2,250,1150,4,5,Super Area,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-14,2,250,110,2,3,Super Area,Mehdipatnam,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-04,2,166.67,103,1,1,Super Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-25,2,166.67,1050,4,5,Carpet Area,"Hayathnagar, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-06-14,2,116.67,60,1,6,Super Area,"Model Town Colony, Nawab Saheb Kunta",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-21,2,250,1170,2,4,Super Area,"Sitaphalmandi, Padmarao Nagar",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-20,2,158.33,167,1,1,Super Area,"Hari Hara Puram, B N Reddy Nagar",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-25,1,108.33,500,2,2,Super Area,in Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-07,1,166.67,600,1,4,Super Area,Jubilee Hills,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-22,1,133.33,600,1,4,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-12,1,55,200,1,2,Super Area,Moula Ali,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-10,2,200,600,1,2,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-18,2,333.33,900,2,4,Super Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-08,2,200,800,1,6,Super Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-31,3,333.33,1000,2,4,Carpet Area,Opposite andhra mahila sabha,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-14,3,1166.67,3200,11,15,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Family,3,Contact Agent
2022-05-05,2,166.67,1400,1,1,Super Area,Bheeram guda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-05-06,1,141.67,550,1,2,Super Area,"Kukatpally, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-08,1,133.33,540,4,4,Carpet Area,"Sanath Nagar, NH 9",Hyderabad,Unfurnished,Family,1,Contact Owner
2022-06-14,1,133.33,400,1,3,Super Area,Nagole,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-19,2,216.67,1225,2,4,Super Area,"Sun City, Bandlaguda, Chevella Road",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-06-29,3,258.33,1430,1,1,Carpet Area,Dr A.S. Rao Nagar,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-07-08,2,500,1200,2,25,Super Area,Nanakaramguda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-06-18,2,166.67,1197,1,2,Super Area,Dammaiguda,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-06,2,300,1150,2,5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent
2022-05-06,1,200,500,4,5,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-25,2,150,1200,1,2,Carpet Area,"Gandhamguda, Bairagiguda",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-10,1,100,500,2,4,Super Area,Gajularamaram,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-29,3,533.33,1600,3,6,Super Area,Raj Bhawan Road,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
2022-07-06,2,600,1100,1,5,Super Area,Madhapur,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
